Date,Value
28/12/2024 15:30,946
28/12/2024 15:15,958
28/12/2024 15:00,719
28/12/2024 14:45,1156
28/12/2024 14:30,735
28/12/2024 14:15,888
28/12/2024 14:00,664
28/12/2024 13:45,902
28/12/2024 13:30,1003
28/12/2024 13:15,811
28/12/2024 13:00,946
28/12/2024 12:45,942
28/12/2024 12:30,870
28/12/2024 12:15,798
28/12/2024 12:00,832
28/12/2024 11:45,649
28/12/2024 11:30,744
28/12/2024 11:15,683
28/12/2024 11:00,818
28/12/2024 10:45,763
27/12/2024 21:30,767
27/12/2024 21:15,782
27/12/2024 21:00,742
27/12/2024 20:45,795
27/12/2024 20:30,748
27/12/2024 20:15,826
27/12/2024 20:00,850
27/12/2024 19:45,776
27/12/2024 19:30,868
27/12/2024 19:15,767
27/12/2024 19:00,728
27/12/2024 18:45,750
27/12/2024 18:30,836
27/12/2024 18:15,818
27/12/2024 18:00,874
27/12/2024 17:45,800
27/12/2024 17:30,845
27/12/2024 17:15,821
27/12/2024 17:00,829
27/12/2024 16:45,1114
27/12/2024 16:30,711
27/12/2024 16:15,897
27/12/2024 16:00,817
27/12/2024 15:45,796
27/12/2024 15:30,712
27/12/2024 15:15,874
27/12/2024 15:00,668
27/12/2024 14:45,746
27/12/2024 14:30,958
27/12/2024 14:15,1013
27/12/2024 14:00,766
27/12/2024 13:45,904
27/12/2024 13:30,892
27/12/2024 13:15,1029
27/12/2024 13:00,986
27/12/2024 12:45,796
27/12/2024 12:30,866
27/12/2024 12:15,1096
27/12/2024 12:00,889
27/12/2024 11:45,882
27/12/2024 11:30,729
27/12/2024 11:15,982
27/12/2024 11:00,695
27/12/2024 10:45,811
27/12/2024 10:30,765
27/12/2024 10:15,672
27/12/2024 10:00,687
26/12/2024 22:00,765
26/12/2024 21:30,823
26/12/2024 21:15,779
26/12/2024 21:00,639
26/12/2024 20:45,724
26/12/2024 20:30,701
26/12/2024 20:15,907
26/12/2024 20:00,765
26/12/2024 19:45,732
26/12/2024 19:30,783
26/12/2024 19:15,770
26/12/2024 19:00,789
26/12/2024 18:45,875
26/12/2024 18:30,908
26/12/2024 18:15,811
26/12/2024 18:00,882
26/12/2024 17:45,700
26/12/2024 17:30,847
26/12/2024 17:15,1000
26/12/2024 17:00,829
26/12/2024 16:45,979
26/12/2024 16:30,1085
26/12/2024 16:15,792
26/12/2024 16:00,918
26/12/2024 15:45,1125
26/12/2024 15:30,938
26/12/2024 15:15,792
26/12/2024 15:00,913
26/12/2024 14:45,1033
26/12/2024 14:30,837
26/12/2024 14:15,828
26/12/2024 14:00,667
26/12/2024 13:45,845
26/12/2024 13:30,1069
26/12/2024 13:15,793
26/12/2024 13:00,905
26/12/2024 12:45,1006
26/12/2024 12:30,814
26/12/2024 12:15,702
26/12/2024 12:00,1277
26/12/2024 11:45,933
26/12/2024 11:30,799
26/12/2024 11:15,873
26/12/2024 11:00,875
26/12/2024 10:45,939
26/12/2024 10:30,916
26/12/2024 10:15,865
26/12/2024 10:00,825
26/12/2024 9:45,951
26/12/2024 9:30,772
26/12/2024 9:15,848
26/12/2024 9:00,853
26/12/2024 8:45,824
26/12/2024 8:30,937
26/12/2024 8:15,705
26/12/2024 8:00,729
26/12/2024 7:45,738
24/12/2024 18:00,874
24/12/2024 17:45,863
24/12/2024 17:30,956
24/12/2024 17:15,911
24/12/2024 17:00,1005
24/12/2024 16:45,1081
24/12/2024 16:30,942
24/12/2024 16:15,826
24/12/2024 16:00,925
24/12/2024 15:45,1069
24/12/2024 15:30,923
24/12/2024 15:15,1025
24/12/2024 15:00,1023
24/12/2024 14:45,1001
24/12/2024 14:30,1138
24/12/2024 14:15,1106
24/12/2024 14:00,1216
24/12/2024 13:45,1030
24/12/2024 13:30,1056
24/12/2024 13:15,1113
24/12/2024 13:00,840
24/12/2024 12:45,962
24/12/2024 12:30,931
24/12/2024 12:15,1015
24/12/2024 12:00,1044
24/12/2024 11:45,1011
24/12/2024 11:30,1010
24/12/2024 11:15,1237
24/12/2024 11:00,1022
24/12/2024 10:45,936
24/12/2024 10:30,990
24/12/2024 10:15,954
24/12/2024 10:00,940
24/12/2024 9:45,853
24/12/2024 9:30,852
24/12/2024 9:15,888
24/12/2024 9:00,1051
24/12/2024 8:45,994
24/12/2024 8:30,872
24/12/2024 8:15,904
24/12/2024 8:00,795
24/12/2024 7:45,741
24/12/2024 7:30,773
23/12/2024 23:30,737
23/12/2024 23:15,941
23/12/2024 22:45,938
23/12/2024 22:30,872
23/12/2024 22:15,904
23/12/2024 22:00,816
23/12/2024 21:45,750
23/12/2024 21:30,829
23/12/2024 21:15,1233
23/12/2024 21:00,895
23/12/2024 20:45,844
23/12/2024 20:30,1106
23/12/2024 20:15,1020
23/12/2024 20:00,956
23/12/2024 19:45,1179
23/12/2024 19:30,855
23/12/2024 19:15,984
23/12/2024 19:00,833
23/12/2024 18:45,959
23/12/2024 18:30,993
23/12/2024 18:15,1071
23/12/2024 18:00,871
23/12/2024 17:45,990
23/12/2024 17:30,1013
23/12/2024 17:15,1057
23/12/2024 17:00,1012
23/12/2024 16:45,942
23/12/2024 16:30,1055
23/12/2024 16:15,1153
23/12/2024 16:00,982
23/12/2024 15:45,1365
23/12/2024 15:30,965
23/12/2024 15:15,1166
23/12/2024 15:00,1135
23/12/2024 14:45,968
23/12/2024 14:30,1043
23/12/2024 14:15,886
23/12/2024 14:00,1093
23/12/2024 13:45,995
23/12/2024 13:30,950
23/12/2024 13:15,1141
23/12/2024 13:00,948
23/12/2024 12:45,953
23/12/2024 12:30,1193
23/12/2024 12:15,1140
23/12/2024 12:00,1198
23/12/2024 11:45,1009
23/12/2024 11:30,929
23/12/2024 11:15,1008
23/12/2024 11:00,879
23/12/2024 10:45,1011
23/12/2024 10:30,923
23/12/2024 10:15,1006
23/12/2024 10:00,850
23/12/2024 9:45,1031
23/12/2024 9:30,1045
23/12/2024 9:15,849
23/12/2024 9:00,755
23/12/2024 8:45,887
23/12/2024 8:30,779
23/12/2024 8:15,791
23/12/2024 0:45,1009
23/12/2024 0:30,1106
23/12/2024 0:15,1356
23/12/2024 0:00,1121
22/12/2024 23:00,778
22/12/2024 22:45,850
22/12/2024 22:15,871
22/12/2024 22:00,833
22/12/2024 21:45,904
22/12/2024 21:30,1031
22/12/2024 21:15,1021
22/12/2024 21:00,925
22/12/2024 20:45,1031
22/12/2024 20:30,1048
22/12/2024 20:15,1016
22/12/2024 20:00,880
22/12/2024 19:45,850
22/12/2024 19:30,711
22/12/2024 19:15,1227
22/12/2024 19:00,1142
22/12/2024 18:45,828
22/12/2024 18:30,998
22/12/2024 18:15,1036
22/12/2024 18:00,959
22/12/2024 17:45,888
22/12/2024 17:30,942
22/12/2024 17:15,935
22/12/2024 17:00,1221
22/12/2024 16:45,936
22/12/2024 16:30,984
22/12/2024 16:15,927
22/12/2024 16:00,1236
22/12/2024 15:45,1106
22/12/2024 15:30,998
22/12/2024 15:15,1228
22/12/2024 15:00,1227
22/12/2024 14:45,1055
22/12/2024 14:30,1037
22/12/2024 14:15,1131
22/12/2024 14:00,1092
22/12/2024 13:45,986
22/12/2024 13:30,965
22/12/2024 13:15,1045
22/12/2024 13:00,1044
22/12/2024 12:45,1255
22/12/2024 12:30,1047
22/12/2024 12:15,990
22/12/2024 12:00,1208
22/12/2024 11:45,1132
22/12/2024 11:30,1064
22/12/2024 11:15,1133
22/12/2024 11:00,1233
22/12/2024 10:45,892
22/12/2024 10:30,1206
22/12/2024 10:15,980
22/12/2024 10:00,1021
22/12/2024 9:45,946
22/12/2024 9:30,843
22/12/2024 9:15,866
22/12/2024 9:00,784
22/12/2024 8:45,813
22/12/2024 8:30,873
22/12/2024 8:15,678
22/12/2024 8:00,749
21/12/2024 23:00,740
21/12/2024 22:45,829
21/12/2024 22:15,761
21/12/2024 22:00,726
21/12/2024 21:45,801
21/12/2024 21:30,764
21/12/2024 21:15,850
21/12/2024 21:00,844
21/12/2024 20:45,906
21/12/2024 20:30,823
21/12/2024 20:15,835
21/12/2024 20:00,836
21/12/2024 19:45,981
21/12/2024 19:30,811
21/12/2024 19:15,982
21/12/2024 19:00,861
21/12/2024 18:45,888
21/12/2024 18:30,896
21/12/2024 18:15,833
21/12/2024 18:00,873
21/12/2024 17:45,1054
21/12/2024 17:30,947
21/12/2024 17:15,993
21/12/2024 17:00,1067
21/12/2024 16:45,1116
21/12/2024 16:30,1003
21/12/2024 16:15,1091
21/12/2024 16:00,1096
21/12/2024 15:45,1083
21/12/2024 15:30,1273
21/12/2024 15:15,991
21/12/2024 15:00,971
21/12/2024 14:45,1079
21/12/2024 14:30,1045
21/12/2024 14:15,952
21/12/2024 14:00,879
21/12/2024 13:45,1110
21/12/2024 13:30,1242
21/12/2024 13:15,1137
21/12/2024 13:00,1028
21/12/2024 12:45,1089
21/12/2024 12:30,1220
21/12/2024 12:15,1037
21/12/2024 12:00,1180
21/12/2024 11:45,917
21/12/2024 11:30,1047
21/12/2024 11:15,1000
21/12/2024 11:00,1102
21/12/2024 10:45,957
21/12/2024 10:30,838
21/12/2024 10:15,845
21/12/2024 10:00,896
21/12/2024 9:45,1026
21/12/2024 9:30,942
21/12/2024 9:15,883
21/12/2024 9:00,901
21/12/2024 8:45,843
21/12/2024 8:30,864
21/12/2024 8:15,803
20/12/2024 23:15,753
20/12/2024 22:45,773
20/12/2024 22:30,881
20/12/2024 22:15,781
20/12/2024 22:00,766
20/12/2024 21:45,785
20/12/2024 21:30,870
20/12/2024 21:15,1019
20/12/2024 21:00,764
20/12/2024 20:45,865
20/12/2024 20:30,919
20/12/2024 20:15,938
20/12/2024 20:00,944
20/12/2024 19:45,1121
20/12/2024 19:30,770
20/12/2024 19:15,926
20/12/2024 19:00,976
20/12/2024 18:45,846
20/12/2024 18:30,868
20/12/2024 18:15,785
20/12/2024 18:00,838
20/12/2024 17:45,1262
20/12/2024 17:30,954
20/12/2024 17:15,1071
20/12/2024 17:00,1015
20/12/2024 16:45,1129
20/12/2024 16:30,1072
20/12/2024 16:15,1016
20/12/2024 16:00,981
20/12/2024 15:45,957
20/12/2024 15:30,1077
20/12/2024 15:15,1112
20/12/2024 15:00,1278
20/12/2024 14:45,1334
20/12/2024 14:30,1103
20/12/2024 14:15,1447
20/12/2024 14:00,1571
20/12/2024 13:45,1098
20/12/2024 13:30,997
20/12/2024 13:15,1456
20/12/2024 13:00,1129
20/12/2024 12:45,988
20/12/2024 12:30,1148
20/12/2024 12:15,1188
20/12/2024 12:00,1037
20/12/2024 11:45,1017
20/12/2024 11:30,1079
20/12/2024 11:15,1028
20/12/2024 11:00,1302
20/12/2024 10:45,939
20/12/2024 10:30,879
20/12/2024 10:15,1135
20/12/2024 10:00,956
20/12/2024 9:45,835
20/12/2024 9:30,935
20/12/2024 9:15,994
20/12/2024 9:00,825
20/12/2024 8:45,856
20/12/2024 8:30,780
20/12/2024 8:15,765
19/12/2024 22:45,743
19/12/2024 22:30,807
19/12/2024 22:15,785
19/12/2024 22:00,838
19/12/2024 21:45,786
19/12/2024 21:30,778
19/12/2024 21:15,810
19/12/2024 21:00,824
19/12/2024 20:45,851
19/12/2024 20:30,932
19/12/2024 20:15,860
19/12/2024 20:00,903
19/12/2024 19:45,798
19/12/2024 19:30,938
19/12/2024 19:15,990
19/12/2024 19:00,864
19/12/2024 18:45,975
19/12/2024 18:30,881
19/12/2024 18:15,793
19/12/2024 18:00,976
19/12/2024 17:45,930
19/12/2024 17:30,936
19/12/2024 17:15,903
19/12/2024 17:00,966
19/12/2024 16:45,918
19/12/2024 16:30,1011
19/12/2024 16:15,1089
19/12/2024 16:00,1268
19/12/2024 15:45,937
19/12/2024 15:30,991
19/12/2024 15:15,1079
19/12/2024 15:00,1086
19/12/2024 14:45,1058
19/12/2024 14:30,914
19/12/2024 14:15,1181
19/12/2024 14:00,1317
19/12/2024 13:45,1106
19/12/2024 13:30,1205
19/12/2024 13:15,1146
19/12/2024 13:00,1055
19/12/2024 12:45,1016
19/12/2024 12:30,1169
19/12/2024 12:15,1231
19/12/2024 12:00,1130
19/12/2024 11:45,1352
19/12/2024 11:30,1019
19/12/2024 11:15,960
19/12/2024 11:00,979
19/12/2024 10:45,916
19/12/2024 10:30,994
19/12/2024 10:15,890
19/12/2024 10:00,937
19/12/2024 9:45,861
19/12/2024 9:30,788
19/12/2024 9:15,737
19/12/2024 9:00,731
18/12/2024 22:30,735
18/12/2024 22:15,749
18/12/2024 22:00,921
18/12/2024 21:45,735
18/12/2024 21:30,802
18/12/2024 21:15,732
18/12/2024 21:00,850
18/12/2024 20:45,796
18/12/2024 20:30,978
18/12/2024 20:15,844
18/12/2024 20:00,848
18/12/2024 19:45,1003
18/12/2024 19:30,825
18/12/2024 19:15,953
18/12/2024 19:00,798
18/12/2024 18:45,983
18/12/2024 18:30,994
18/12/2024 18:15,1086
18/12/2024 18:00,1028
18/12/2024 17:45,860
18/12/2024 17:30,949
18/12/2024 17:15,782
18/12/2024 17:00,1002
18/12/2024 16:45,919
18/12/2024 16:30,926
18/12/2024 16:15,1117
18/12/2024 16:00,1069
18/12/2024 15:45,830
18/12/2024 15:30,1099
18/12/2024 15:15,849
18/12/2024 15:00,1061
18/12/2024 14:45,928
18/12/2024 14:30,863
18/12/2024 14:15,929
18/12/2024 14:00,1015
18/12/2024 13:45,974
18/12/2024 13:30,1067
18/12/2024 13:15,1110
18/12/2024 13:00,869
18/12/2024 12:45,909
18/12/2024 12:30,929
18/12/2024 12:15,1086
18/12/2024 12:00,1136
18/12/2024 11:45,1002
18/12/2024 11:30,975
18/12/2024 11:15,993
18/12/2024 11:00,1062
18/12/2024 10:45,993
18/12/2024 10:30,988
18/12/2024 10:15,790
18/12/2024 10:00,684
18/12/2024 9:45,741
18/12/2024 9:30,913
18/12/2024 9:15,743
18/12/2024 9:00,804
17/12/2024 22:15,740
17/12/2024 22:00,881
17/12/2024 21:45,777
17/12/2024 21:30,807
17/12/2024 21:15,769
17/12/2024 21:00,885
17/12/2024 20:45,753
17/12/2024 20:30,811
17/12/2024 20:15,924
17/12/2024 20:00,758
17/12/2024 19:45,929
17/12/2024 19:30,888
17/12/2024 19:15,902
17/12/2024 19:00,1008
17/12/2024 18:45,899
17/12/2024 18:30,856
17/12/2024 18:15,1058
17/12/2024 18:00,870
17/12/2024 17:45,1190
17/12/2024 17:30,858
17/12/2024 17:15,920
17/12/2024 17:00,905
17/12/2024 16:45,996
17/12/2024 16:30,779
17/12/2024 16:15,771
17/12/2024 16:00,861
17/12/2024 15:45,932
17/12/2024 15:30,889
17/12/2024 15:15,982
17/12/2024 15:00,1010
17/12/2024 14:45,936
17/12/2024 14:30,976
17/12/2024 14:15,846
17/12/2024 14:00,934
17/12/2024 13:45,1030
17/12/2024 13:30,937
17/12/2024 13:15,1031
17/12/2024 13:00,893
17/12/2024 12:45,879
17/12/2024 12:30,1139
17/12/2024 12:15,957
17/12/2024 12:00,977
17/12/2024 11:45,836
17/12/2024 11:30,913
17/12/2024 11:15,870
17/12/2024 11:00,1234
17/12/2024 10:45,729
17/12/2024 10:30,1037
17/12/2024 10:15,736
17/12/2024 10:00,801
17/12/2024 9:45,725
17/12/2024 9:30,807
17/12/2024 9:15,764
17/12/2024 9:00,707
16/12/2024 22:00,752
16/12/2024 21:45,769
16/12/2024 21:30,799
16/12/2024 21:15,1026
16/12/2024 21:00,860
16/12/2024 20:45,784
16/12/2024 20:30,959
16/12/2024 20:15,818
16/12/2024 20:00,771
16/12/2024 19:45,887
16/12/2024 19:30,948
16/12/2024 19:15,894
16/12/2024 19:00,996
16/12/2024 18:45,846
16/12/2024 18:30,866
16/12/2024 18:15,842
16/12/2024 18:00,851
16/12/2024 17:45,924
16/12/2024 17:30,882
16/12/2024 17:15,914
16/12/2024 17:00,889
16/12/2024 16:45,880
16/12/2024 16:30,994
16/12/2024 16:15,1059
16/12/2024 16:00,1001
16/12/2024 15:45,988
16/12/2024 15:30,943
16/12/2024 15:15,1062
16/12/2024 15:00,979
16/12/2024 14:45,960
16/12/2024 14:30,992
16/12/2024 14:15,845
16/12/2024 14:00,1252
16/12/2024 13:45,919
16/12/2024 13:30,1025
16/12/2024 13:15,1003
16/12/2024 13:00,1248
16/12/2024 12:45,944
16/12/2024 12:30,978
16/12/2024 12:15,1039
16/12/2024 12:00,1040
16/12/2024 11:45,1049
16/12/2024 11:30,1017
16/12/2024 11:15,930
16/12/2024 11:00,1117
16/12/2024 10:45,841
16/12/2024 10:30,983
16/12/2024 10:15,861
16/12/2024 10:00,834
16/12/2024 9:45,774
16/12/2024 9:30,717
15/12/2024 22:00,775
15/12/2024 21:45,791
15/12/2024 21:30,735
15/12/2024 21:15,796
15/12/2024 21:00,731
15/12/2024 20:45,872
15/12/2024 20:30,783
15/12/2024 20:15,847
15/12/2024 20:00,906
15/12/2024 19:45,852
15/12/2024 19:30,838
15/12/2024 19:15,868
15/12/2024 19:00,1036
15/12/2024 18:45,834
15/12/2024 18:30,868
15/12/2024 18:15,784
15/12/2024 18:00,914
15/12/2024 17:45,929
15/12/2024 17:30,843
15/12/2024 17:15,933
15/12/2024 17:00,912
15/12/2024 16:45,906
15/12/2024 16:30,756
15/12/2024 16:15,789
15/12/2024 16:00,880
15/12/2024 15:45,902
15/12/2024 15:30,832
15/12/2024 15:15,899
15/12/2024 15:00,867
15/12/2024 14:45,957
15/12/2024 14:30,898
15/12/2024 14:15,891
15/12/2024 14:00,832
15/12/2024 13:45,872
15/12/2024 13:30,705
15/12/2024 13:15,1023
15/12/2024 13:00,1077
15/12/2024 12:45,943
15/12/2024 12:30,1345
15/12/2024 12:15,1177
15/12/2024 12:00,1022
15/12/2024 11:45,1017
15/12/2024 11:30,970
15/12/2024 11:15,1068
15/12/2024 11:00,857
15/12/2024 10:45,1035
15/12/2024 10:30,801
15/12/2024 10:15,739
15/12/2024 10:00,769
15/12/2024 9:45,799
15/12/2024 9:30,822
14/12/2024 22:00,755
14/12/2024 21:45,750
14/12/2024 21:15,746
14/12/2024 21:00,789
14/12/2024 20:45,745
14/12/2024 20:30,752
14/12/2024 20:15,787
14/12/2024 20:00,775
14/12/2024 19:30,827
14/12/2024 19:15,740
14/12/2024 19:00,835
14/12/2024 18:45,1007
14/12/2024 18:30,762
14/12/2024 18:15,795
14/12/2024 18:00,840
14/12/2024 17:45,1013
14/12/2024 17:30,987
14/12/2024 17:15,796
14/12/2024 17:00,836
14/12/2024 16:45,1104
14/12/2024 16:30,1105
14/12/2024 16:15,845
14/12/2024 16:00,948
14/12/2024 15:45,892
14/12/2024 15:30,949
14/12/2024 15:15,916
14/12/2024 15:00,984
14/12/2024 14:45,1322
14/12/2024 14:30,946
14/12/2024 14:15,1229
14/12/2024 14:00,1023
14/12/2024 13:45,1032
14/12/2024 13:30,1073
14/12/2024 13:15,1024
14/12/2024 13:00,889
14/12/2024 12:45,1003
14/12/2024 12:30,864
14/12/2024 12:15,888
14/12/2024 12:00,1046
14/12/2024 11:45,943
14/12/2024 11:30,921
14/12/2024 11:15,862
14/12/2024 11:00,1034
14/12/2024 10:45,917
14/12/2024 10:30,928
14/12/2024 10:15,804
14/12/2024 10:00,839
14/12/2024 9:45,797
14/12/2024 9:30,780
13/12/2024 22:15,753
13/12/2024 21:45,755
13/12/2024 21:30,904
13/12/2024 21:15,750
13/12/2024 21:00,817
13/12/2024 20:45,1183
13/12/2024 20:30,799
13/12/2024 20:15,927
13/12/2024 20:00,810
13/12/2024 19:45,805
13/12/2024 19:30,772
13/12/2024 19:15,1015
13/12/2024 19:00,907
13/12/2024 18:45,677
13/12/2024 18:30,808
13/12/2024 18:15,968
13/12/2024 18:00,932
13/12/2024 17:45,1012
13/12/2024 17:30,1035
13/12/2024 17:15,1164
13/12/2024 17:00,791
13/12/2024 16:45,916
13/12/2024 16:30,798
13/12/2024 16:15,1168
13/12/2024 16:00,1151
13/12/2024 15:45,1033
13/12/2024 15:30,1153
13/12/2024 15:15,1050
13/12/2024 15:00,788
13/12/2024 14:45,959
13/12/2024 14:30,1111
13/12/2024 14:15,1010
13/12/2024 14:00,886
13/12/2024 13:45,1071
13/12/2024 13:30,1005
13/12/2024 13:15,894
13/12/2024 13:00,1071
13/12/2024 12:45,1332
13/12/2024 12:30,1024
13/12/2024 12:15,1008
13/12/2024 12:00,865
13/12/2024 11:45,931
13/12/2024 11:30,956
13/12/2024 11:15,1136
13/12/2024 11:00,894
13/12/2024 10:45,1004
13/12/2024 10:30,990
13/12/2024 10:15,883
13/12/2024 10:00,819
13/12/2024 9:45,845
13/12/2024 9:30,861
13/12/2024 9:15,730
12/12/2024 21:45,775
12/12/2024 21:30,907
12/12/2024 21:15,810
12/12/2024 21:00,761
12/12/2024 20:45,899
12/12/2024 20:30,1254
12/12/2024 20:15,880
12/12/2024 20:00,862
12/12/2024 19:45,830
12/12/2024 19:30,814
12/12/2024 19:15,845
12/12/2024 19:00,797
12/12/2024 18:45,758
12/12/2024 18:30,906
12/12/2024 18:15,769
12/12/2024 18:00,895
12/12/2024 17:45,1040
12/12/2024 17:30,1008
12/12/2024 17:15,700
12/12/2024 17:00,1065
12/12/2024 16:45,1036
12/12/2024 16:30,954
12/12/2024 16:15,1014
12/12/2024 16:00,881
12/12/2024 15:45,883
12/12/2024 15:30,1071
12/12/2024 15:15,1016
12/12/2024 15:00,871
12/12/2024 14:45,888
12/12/2024 14:30,1057
12/12/2024 14:15,1080
12/12/2024 14:00,1058
12/12/2024 13:45,936
12/12/2024 13:30,964
12/12/2024 13:15,1255
12/12/2024 13:00,1108
12/12/2024 12:45,861
12/12/2024 12:30,913
12/12/2024 12:15,907
12/12/2024 12:00,873
12/12/2024 11:45,833
12/12/2024 11:30,1155
12/12/2024 11:15,1280
12/12/2024 11:00,917
12/12/2024 10:45,870
12/12/2024 10:30,983
12/12/2024 10:15,811
12/12/2024 10:00,879
12/12/2024 9:45,821
12/12/2024 9:30,804
12/12/2024 9:15,616
11/12/2024 22:15,734
11/12/2024 22:00,741
11/12/2024 20:45,829
11/12/2024 20:30,789
11/12/2024 20:15,814
11/12/2024 20:00,877
11/12/2024 19:45,812
11/12/2024 19:30,908
11/12/2024 19:15,800
11/12/2024 19:00,781
11/12/2024 18:45,850
11/12/2024 18:30,787
11/12/2024 18:15,756
11/12/2024 18:00,747
11/12/2024 17:45,803
11/12/2024 17:30,759
11/12/2024 17:15,905
11/12/2024 17:00,779
11/12/2024 16:45,894
11/12/2024 16:30,825
11/12/2024 16:15,751
11/12/2024 16:00,882
11/12/2024 15:45,1260
11/12/2024 15:30,1084
11/12/2024 15:15,841
11/12/2024 15:00,843
11/12/2024 14:45,782
11/12/2024 14:30,771
11/12/2024 14:15,853
11/12/2024 14:00,958
11/12/2024 13:45,791
11/12/2024 13:30,1054
11/12/2024 13:15,1137
11/12/2024 13:00,857
11/12/2024 12:45,808
11/12/2024 12:30,1046
11/12/2024 12:15,749
11/12/2024 12:00,829
11/12/2024 11:45,768
11/12/2024 11:30,932
11/12/2024 11:15,819
11/12/2024 11:00,780
11/12/2024 10:45,769
11/12/2024 10:30,704
11/12/2024 10:15,755
11/12/2024 10:00,745
11/12/2024 9:15,726
10/12/2024 22:15,743
10/12/2024 22:00,735
10/12/2024 21:45,737
10/12/2024 21:00,840
10/12/2024 20:45,757
10/12/2024 20:15,723
10/12/2024 20:00,648
10/12/2024 19:45,808
10/12/2024 19:30,802
10/12/2024 19:15,852
10/12/2024 19:00,776
10/12/2024 18:45,746
10/12/2024 18:30,856
10/12/2024 18:15,1002
10/12/2024 18:00,992
10/12/2024 17:45,770
10/12/2024 17:30,797
10/12/2024 17:15,774
10/12/2024 17:00,763
10/12/2024 16:45,843
10/12/2024 16:30,733
10/12/2024 16:15,846
10/12/2024 16:00,886
